indv	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
HG00311	0.007	0.023	-0.0016	0.0059	0.0172	0.0045	-0.0047	0.0215	0.0126	-0.0064	0.0102	4e-04	0.0019	4e-04	-0.0081	-0.0039	-0.0012	-0.0041	-0.0045	-0.0062
HG00313	0.0115	0.0085	0.003	-9e-04	0.0016	0.0041	0.0079	0.0183	0.0063	-0.0083	-0.002	0.0079	0.005	-0.0039	-0.0052	-0.0112	-0.0093	-0.0043	3e-04	0.0014
HG00315	0.0086	0.0108	0.0041	-0.0037	-0.0086	0.0013	0.0058	-0.0056	-0.018	-0.0037	-0.0106	-0.0039	0.001	0.004	0.0043	0.0142	0.0055	0.0067	0.0033	-0.0014
HG00318	0.0095	0.002	0.0082	-0.0109	-0.0243	-0.0135	0.0273	0.0294	-0.0072	0.0173	0.0019	-0.0064	-0.001	0.0027	0.0128	-0.0056	-0.0115	0.0061	-0.0047	0.0061
HG00319	0.0093	0.0154	0.005	-0.003	4e-04	-0.0042	0.0064	0.0217	0.004	0.0052	0.007	-0.003	0.0078	0	0.0034	-0.0139	-0.0123	-0.0082	-9e-04	0.0046
HG00320	0.0109	0	0.0085	-0.0125	-0.0282	-0.0239	0.0113	5e-04	-0.001	-0.009	-0.0244	0.0053	0.0083	0.0018	0.0043	0.0118	8e-04	0.0025	0.0112	0.0067
HG00321	0.0137	-0.0059	0.0066	-0.0068	-0.0161	-0.0052	0.009	0.0088	-6e-04	-5e-04	-0.0073	0.0062	0.0073	8e-04	0.0032	-0.0037	-0.0067	0.002	0.0019	0.0075
HG00323	0.0127	-0.0045	0.0065	-0.0076	-0.0159	-0.0108	0.0101	0.0117	-0.0054	-0.0014	-0.0106	0.0016	0.0019	-0.003	0.0066	0.0056	0.0014	-0.0013	0.0077	0.0033
HG00324	0.0101	-0.0026	0.0073	-0.0096	-0.0233	-0.011	0.0196	0.0198	-0.0043	-0.0046	-0.0109	0.0129	0.0054	0.0055	0.0044	-0.0062	-0.009	0.0097	0.001	0.0017
HG00325	0.0043	0.0138	0.0027	-0.0058	-0.0113	-0.0106	0.0149	0.0195	-0.0048	0.0063	0.0025	-0.0122	-0.0077	0.0019	0.0077	0.0122	0.0119	0.0062	-0.004	0.0075
HG00326	0.0115	0.0037	0.0015	0.0024	0.0061	0.0114	0.0074	0.0214	-0.0039	0.0067	0.0057	-0.0133	0.003	0.0013	0.0036	0.0017	-0.0093	-0.0044	-0.0063	0.001
HG00327	0.007	0.012	0.0038	-0.0041	-0.0084	-0.0081	0.0028	0.0084	0.0069	-0.0049	-0.0026	0.0073	0.0018	0.0077	-0.0053	-0.0071	-0.0056	0.0036	-0.0046	-0.0037
HG00328	0.0086	0.0171	0.005	-0.0055	-0.0093	-0.0021	0.0197	0.0275	-0.0052	0.016	0.0045	-0.0056	-3e-04	0.0035	0.0121	-0.006	-0.011	1e-04	-0.0051	0.0095
HG00329	0.009	0.0118	0.0036	-0.003	-0.0042	-0.0015	0.0103	0.0213	-0.0028	0.0038	0.0041	-5e-04	0.0023	1e-04	0.0053	-0.0082	-0.0053	-0.0025	0.002	0.0098
HG00330	0.0072	0.0099	0.0033	-0.0041	-0.0063	-0.012	0	0.0148	0.0121	-0.0053	-0.001	-3e-04	0.009	5e-04	8e-04	-0.0035	-0.005	-0.001	-0.0048	-0.007
HG00331	0.0066	0.0104	0.0026	-0.0037	-0.0073	-0.0166	0.0014	-0.001	0.0052	-0.0035	-0.0044	-0.0036	-1e-04	-0.0028	0.0027	0.0174	0.0048	0.0035	-9e-04	-0.0091
HG00332	0.0073	0.0055	5e-04	-5e-04	0.0027	-0.0062	0.002	0.0068	0.0124	-0.0012	-4e-04	-0.0118	-0.0014	0.0019	-0.0019	0.0131	0.0131	-0.0014	-0.0095	-0.0197
HG00334	0.0104	0.0102	0.0047	-0.0043	-0.0033	-0.0041	0.0067	0.0243	0.0089	0.0013	0.006	9e-04	0.0091	-0.0025	0.0047	-0.014	-0.019	-0.0015	-0.0051	-0.0078
HG00335	0.0068	0.0154	0.0047	-0.0075	-0.0133	-0.0192	0.0067	-0.0011	-0.0013	-0.0079	-0.0156	-0.0041	0.0057	-0.002	0.0094	0.0179	0.0038	0.0026	0.0013	-0.0125
HG00336	0.0037	0.031	-3e-04	-0.0011	0.0033	0.0096	0.0104	0.0129	-0.0053	-0.0077	-0.0024	0.0063	0.0013	0.003	0.0016	-0.0077	0.0018	0.0022	-0.0063	-0.0038
HG00337	0.0088	0.0214	0.0068	-0.0098	-0.0179	-0.0137	0.0121	-5e-04	-0.0016	-0.0038	-0.0205	0.0046	0.01	-0.0026	0.0075	0.0028	-0.0032	0.0062	0.0054	0.0059
HG00338	0.0058	0.0272	-3e-04	0.001	0.0103	-0.0042	7e-04	0.0153	0.0068	-0.017	-0.006	-0.0031	0.0068	0.0016	-0.0026	0.0159	6e-04	-0.0045	-0.0052	-0.0124
HG00339	0.0083	0.009	0.0022	-0.0014	-0.0038	0.0029	0.0064	0.0044	-0.0075	0.0048	0.0011	-0.0038	-2e-04	-7e-04	0.003	0.0047	0.0017	0.0017	-0.0034	0.0012
HG00341	0.0058	0.0202	-0.0031	0.0035	0.0077	0.0037	-0.0041	-0.001	0.0119	-0.0099	-0.0024	0.0054	0.0014	0.0034	-0.0106	0.0021	0.004	0.0014	-0.0047	-0.0049
HG00342	0.0078	0.0052	0.0022	-1e-04	-0.0026	0.0038	7e-04	0.0076	0.0087	-0.0073	0.0047	0.0097	-3e-04	-0.0019	-0.0071	-0.0118	-0.0086	0.0046	-0.0123	-0.0105
HG00343	0.0035	0.0257	-0.001	0.0028	0.0102	0.0073	2e-04	0.0165	0.0042	-0.0087	0.0071	0.0049	-0.0024	8e-04	-0.0077	-0.0044	-9e-04	0.0011	-0.0096	-0.0096
HG00344	0.0083	0.012	0.0032	-0.0027	-0.0061	-0.0042	0.006	0.0011	-0.0017	0.0034	5e-04	-0.0018	-0.0013	8e-04	-0.0011	-0.0014	-0.0043	2e-04	-0.0012	-0.0016
HG00345	0.0083	0.0077	0.0026	-0.0019	-0.0019	-2e-04	0.0029	0.0138	0.0015	-0.0107	3e-04	0.0103	0.0028	3e-04	-0.0072	-0.0104	-0.009	9e-04	-8e-04	-0.008
HG00346	0.0053	0.0274	2e-04	0.0016	0.0106	7e-04	0.0019	0.0167	0.0052	-3e-04	0.0034	-0.0039	0.0015	0.0031	-0.0021	0.002	0.0051	-0.0086	0.004	0.0115
HG00349	0.0122	-0.0094	0.0058	-0.0045	-0.0136	-0.0016	0.012	0.0141	0.0053	-8e-04	0.0019	0.0098	0.0021	-0.0036	-0.0065	-0.0172	-0.0143	0.0039	-0.0099	-0.0057
HG00350	0.0038	0.029	9e-04	-0.0013	0.0021	-0.0073	-0.0022	-1e-04	0.0094	-0.0187	-0.0084	0.0016	0.0053	5e-04	-0.0035	0.0121	0.0028	-1e-04	-0.0074	-0.0107
HG00351	0.011	-0.0095	0.0056	-0.0045	-0.0171	2e-04	0.004	-0.0024	-0.0101	-0.0032	-0.0056	0.0056	-5e-04	-2e-04	-0.0027	-0.0017	-2e-04	0.0028	2e-04	0.0084
HG00353	0.0089	0.0118	0.0044	-0.002	-0.0052	0.0038	0.02	0.0312	-0.0024	0.0047	0.0072	0.0065	3e-04	0.0025	0.0019	-0.0119	-0.0162	0.0088	-0.0105	-0.0027
HG00355	0.0038	0.0303	4e-04	-0.0013	0.0042	-0.0054	0.0083	0.0139	3e-04	-0.0156	-0.0148	8e-04	0.0038	0.0059	-7e-04	0.019	0.0112	-0.0028	0.0046	-3e-04
HG00356	0.0023	0.0294	-1e-04	0	0.0054	0.0029	0.0076	0.0149	-0.0034	-0.0041	0.0021	-1e-04	-0.0017	0.0038	8e-04	0.0046	-0.0029	0.0032	-0.0041	-0.0085
HG00357	0.0096	-0.0068	0.0063	-0.0088	-0.02	-0.0134	0.0048	0.0162	0.0025	-0.0098	-0.0036	0.0114	0.0048	-0.0037	-0.0039	-0.0108	-0.0143	0.0027	-0.0017	-0.0106
HG00358	0.0126	-0.0087	0.0059	-0.0053	-0.0135	0.0044	0.0197	0.0262	-0.0118	-3e-04	-8e-04	0.0149	0	0.0027	1e-04	-0.0171	-0.0146	0.0043	-0.0013	0.0035
HG00360	0.0093	0.0123	0.003	-0.0036	-0.0063	-0.0132	0.0052	0.0086	0.0112	-0.0059	-0.0096	0.0016	0.0077	0.0023	-0.0013	0.0053	0.0071	-0.0048	0.0059	0.0117
HG00361	0.0102	0.0126	0.0041	-0.0019	-0.0057	0.0052	0.0131	0.0055	-0.0208	0.0124	-1e-04	-0.0146	-0.0013	4e-04	0.0092	0.0117	-3e-04	0.0034	-0.0025	0.0011
HG00362	0.0084	0.0228	-3e-04	0.0051	0.0158	0.0195	-0.0013	0.0124	-8e-04	8e-04	0.0148	0.0024	2e-04	2e-04	-0.0051	-0.0125	-0.0091	0	-0.0104	-0.0076
HG00364	0.0092	0.0134	0.0036	-0.0027	-0.0052	-0.0065	0.009	0.0177	0.001	0.0017	-0.0018	-0.0016	0.0025	0.002	0.0014	0.0032	0.002	-0.0041	0.0044	0.0148
HG00365	0.0113	-0.0016	0.0072	-0.0093	-0.0216	-0.0179	0.014	0.0189	0.0016	-0.0048	-0.0107	0.0063	0.0087	6e-04	0.0046	0.0011	-0.0036	0.0033	0.0021	0.0051
HG00366	0.0111	0.0063	0.0025	0.0017	0.001	0.0154	0.0055	0.0122	-0.0112	0.0165	0.0109	-0.0097	-9e-04	0.0042	0.007	-0.005	-0.0111	0.002	-0.0067	0.0071
HG00367	0.0089	0.0219	-0.0013	0.0069	0.018	0.0176	0.002	0.0134	-0.0041	-0.0061	0.002	0.002	-0.0019	0.0029	-0.0074	0.0038	0.0058	-0.0012	0.0012	0.0068
HG00368	0.009	0.0016	0.0087	-0.0126	-0.0266	-0.0184	0.0215	0.0234	-0.0094	0.003	-0.0114	7e-04	0.0065	0.0044	0.0126	4e-04	-0.0064	0.0011	0.0039	0.0063
HG00369	0.0104	0.0089	0.0033	-7e-04	-5e-04	7e-04	0.0103	0.0254	0.0047	0.0071	0.0111	0.0018	-3e-04	-3e-04	0.0015	-0.0117	-0.0115	0.0041	-0.0041	-5e-04
HG00371	0.0095	0.0113	0.0039	-0.0034	-0.0059	5e-04	0.015	0.02	-0.001	-3e-04	-0.0021	0.0085	0.0031	0.0037	0.0039	-0.0064	-0.0098	0.0052	-9e-04	0.0056
HG00372	0.0098	0.0101	0.0033	-0.0021	-0.0022	0.0071	0.0143	0.0299	8e-04	0.0049	0.0068	0.0077	0.0041	0.008	0.0047	-0.0207	-0.0159	0.001	-0.0051	0.0083
HG00373	0.0094	0.0092	0.0034	-0.0019	-0.0033	-0.0032	0.0076	0.0248	0.0101	-7e-04	0.0069	-7e-04	0.0018	0.0036	0.0022	-0.0033	-0.0113	0.0061	-0.0122	-0.0071
HG00375	0.0053	0.0156	0.0045	-0.0081	-0.0099	-0.0085	0.0162	0.0194	-0.0128	-5e-04	-0.0055	-0.0044	-3e-04	9e-04	0.0084	0.0127	0.0036	-0.0017	0.004	0.0075
HG00376	0.0066	0.0071	0.002	-0.0062	-0.0133	-0.0049	0.0072	0.012	-0.0015	-0.0195	-0.0117	0.0179	0.0056	0.001	-0.0011	-0.0057	-0.0091	0.01	-0.0035	-0.0223
HG00378	0.0075	0.0088	0.0022	-0.0028	-0.0031	-0.0011	0.0058	0.0135	0.0077	0.0028	0.0025	-9e-04	0.0068	0.0017	0.0022	-0.0119	-0.0127	-0.0044	-0.0037	0.0069
HG00379	0.0076	0.0289	2e-04	0.0024	0.0116	0.0096	0.0109	0.0313	-9e-04	0.007	0.011	-0.0037	-1e-04	-0.0034	0.0042	-0.0065	-0.0062	-0.0045	-0.0021	0.0041
HG00380	0.0082	0.0131	0.0036	-0.0052	-0.0097	-0.0038	0.006	0.0113	5e-04	0.0051	-0.0032	-2e-04	0.0057	-0.0017	0.0032	-0.008	-0.0048	-0.0026	0.0038	0.0177
HG00381	0.0064	0.0159	0.004	-0.0057	-0.0104	-0.007	0.0187	0.0216	-0.0039	0.0094	0.0017	-0.0075	-1e-04	0.0043	0.0073	0.0022	-0.0019	0.0024	-0.0051	0.0067
HG00382	0.013	-0.0049	0.006	-0.0059	-0.0158	-0.0119	0.0176	0.0235	1e-04	0.0167	0.0069	-0.0073	0.0016	-0.0042	0.0043	-0.0067	-0.0102	-0.0013	-0.0062	5e-04
HG00383	0.0063	0.0318	7e-04	0	0.0048	-9e-04	0.0011	0.0121	0.0074	-0.0074	-0.0022	0.0079	0.0064	0.0024	-0.0043	-0.0062	0.0016	-0.0044	0.0019	0.0045
HG00384	0.0084	0.0153	0.0036	-0.0057	-0.0091	-0.0073	0.0173	0.0123	-0.0067	0.0044	-0.0078	-0.0048	0.0034	0.0014	0.0099	0.0061	0.0026	-6e-04	4e-04	0.0032
HG00403	0.0125	-0.0288	-7e-04	0.0057	0.0073	0.024	-9e-04	0.002	-0.0121	-0.0012	0.0038	-0.0103	-0.0024	0.0014	3e-04	0.0014	0.0103	-0.0034	-0.0016	0.0042
HG00404	0.0138	-0.0233	6e-04	2e-04	4e-04	-0.0088	-0.0041	0.0128	0.0174	-0.012	-0.0075	0.0033	0.0091	-0.0041	-0.0056	0.0031	0.0036	-0.0076	0.0084	0.0024
HG00406	0.0121	-0.0222	-0.0101	0.0095	0.0256	-0.0155	-0.0066	-0.0122	0.0298	0.001	0.0026	0.0035	0.0027	-0.0128	-0.0131	-0.0144	-9e-04	-0.007	-0.0083	-0.0079
HG00407	0.0123	-0.0249	-0.0085	0.0079	0.0228	-0.0042	-0.0024	0.0114	0.0246	0.0066	0.0135	-0.0084	0.001	-0.0025	-0.0052	-0.0022	0.0016	-0.0022	-0.014	-0.0248
HG00409	0.0151	-0.0275	4e-04	0.0063	0.0073	0.0216	0.001	0.0091	-0.0071	0.0046	0.0025	-0.0114	-1e-04	0.0068	0.0035	0.0041	-5e-04	-0.0028	6e-04	0.0117
HG00410	0.0135	-0.0261	6e-04	0.0043	3e-04	0.0225	-0.0015	-0.0073	-0.0228	-0.006	-0.0097	-0.0043	-0.0023	0.0043	0.0026	0.02	0.0142	0.003	0.0067	0.0108
HG00419	0.0107	-0.0209	-0.0096	0.0077	0.0251	-0.0176	-0.0042	0.0037	0.0159	-0.0018	0.004	8e-04	0.0014	-0.0059	0.0019	-0.0025	0.001	-0.0021	-0.0037	-0.0056
HG00421	0.0069	-0.0061	-0.0064	0.0091	0.0138	0.0048	-0.0011	0.0047	0.0169	-0.0212	-0.0177	-0.0184	0.0112	-9e-04	-0.0117	0.0307	0.0192	0.0104	-0.0169	-0.019
HG00422	0.0132	-0.0252	0.0047	0.0049	0.0069	0.0117	-0.001	0.0055	-0.001	1e-04	0.0111	-0.0065	-0.0062	1e-04	-0.0036	0.003	-0.0015	0.0019	-0.0084	-0.0019
HG00427	0.0098	-0.0137	-0.0055	0.0086	0.0056	0.0078	-5e-04	0.0053	0.0103	-0.0149	-0.0165	-0.0124	0.0114	-0.0038	-0.0059	0.0241	0.0124	0.0121	-0.0065	-0.0067
HG00428	0.0131	-0.0219	0.0015	0.0013	-7e-04	0.0068	0.0029	0.0152	8e-04	-0.0127	-0.006	0.0025	0.0038	0.0014	-0.0042	0.0013	0.0027	-0.0045	0.0022	0.0086
HG00436	0.0127	-0.0219	-0.0115	0.01	0.0324	-0.0028	0.0091	0.014	-0.0072	1e-04	-0.0038	-0.0079	0.0021	-0.0031	0.0053	0.0108	0.0117	-0.0103	0.0063	0.0155
HG00437	0.014	-0.018	-0.008	0.0065	0.0247	-0.0141	0.0058	0.0188	0.0133	-0.0012	-0.0028	0.0023	0.0049	-0.0057	0.0034	-0.0064	3e-04	-0.008	0.007	0.009
HG00442	0.0129	-0.0255	0.001	0.0051	0.0041	0.0224	0.0128	0.0217	-0.0162	0.007	0.0032	-0.0102	-0.0027	0.0011	0.0064	0.0033	-0.0039	0.007	-0.0024	0.0063
HG00443	0.0099	-0.0155	-0.0092	0.004	0.0173	-0.0278	-0.0016	0.0045	0.0186	-0.009	-0.0104	0.0014	0.006	-0.0026	-0.0037	0.0082	0.0117	-0.0074	0.006	0.005
HG00445	0.0108	-0.0115	-0.0027	0.0052	0.0065	-0.007	-0.0068	0.0058	0.0288	-0.0048	0.0048	-0.0119	0.0023	-0.001	-0.007	0.0082	0.0031	0.0072	-0.0122	-0.0268
HG00446	0.0135	-0.0236	0.0016	0.0016	4e-04	-0.0048	-0.0059	0.0061	0.0221	-0.0022	0.0033	0.0033	0.0041	-0.0042	-0.0036	-0.0113	-0.0069	-0.0033	-0.002	-0.0053
HG00448	0.0124	-0.028	-0.0044	0.0088	0.0049	0.0195	0.0068	0.0059	-0.015	2e-04	-0.009	-0.0266	0.0025	-0.0014	-6e-04	0.0308	0.0215	0.0092	-0.0046	0.0033
HG00449	0.0114	-0.0227	-0.0188	0.0149	0.0472	-7e-04	0.0055	-0.0014	-0.0045	-0.0049	-0.0066	-0.0072	0.001	0.001	0.0059	0.0152	0.0231	-0.0029	8e-04	0.0033
HG00451	0.0122	-0.0207	0.0069	0.002	3e-04	-0.0049	0.0033	0.0051	0.0137	0.0057	0.0102	-0.0043	-0.0079	0.0051	-0.0018	0.0069	-0.0111	0.018	-0.0118	-0.0207
HG00452	0.0101	-0.0195	-0.005	0.0029	0.0095	-0.0069	0.0026	0.0161	0.0068	-0.0084	0.0019	0.001	-4e-04	0.0026	0.0015	0.0059	-0.0052	0.0023	6e-04	-0.0031
HG00457	0.0114	-0.0243	-0.0011	0.0045	9e-04	0.0103	-0.005	-0.0023	-0.0063	-0.0028	-0.0076	-0.0119	0.0022	0.0032	0.0025	0.0144	0.0039	0.0075	-0.0012	-0.0018
HG00458	0.0106	-0.0231	7e-04	-2e-04	-0.0026	-0.0129	-0.0044	0.0054	0.0233	-0.0203	-0.011	-3e-04	0.004	0.0039	-0.0098	0.0155	0.0153	0.0049	-0.0053	-0.0154
HG00463	0.0131	-0.0114	-7e-04	0.004	0.0053	0.0063	-0.0083	0.0111	0.0088	-0.0122	-2e-04	0.0098	0.0014	-0.0032	-0.0059	-0.0013	0.0096	-0.0044	0.0069	0.0075
HG00464	0.013	-0.0264	-1e-04	0.0046	0.0047	0.0194	0.0058	0.0076	-0.0116	0.008	0.0041	-0.0129	-0.0046	0.0015	0.0053	0.0093	0.0054	0	-0.0018	0.007
HG00472	0.0128	-0.0264	3e-04	0.0033	0.0012	0.0028	-0.0082	0.0011	0.012	-0.0154	-0.0138	0.0037	0.0054	0.0016	-0.0046	0.0112	0.0086	0.003	0.002	-0.0096
HG00473	0.0115	-0.0255	7e-04	0.0026	6e-04	0.002	-0.01	-6e-04	0.0222	5e-04	0.0106	0.0036	2e-04	0.0019	-0.009	-0.0222	-0.0143	-2e-04	-0.009	-0.0078
HG00477	0.0101	-0.0053	-0.002	0.0053	0.0112	0.0057	-0.0093	-0.005	0.0104	-0.0065	-0.0056	-0.0028	0.0046	0.003	-0.0013	0.0102	0.0086	-0.0054	0.0048	0.003
HG00478	0.0126	-0.0264	4e-04	0.0045	0.0021	0.0209	-0.0024	1e-04	-0.0049	-0.0017	0.0056	0.0033	-0.0046	6e-04	-0.0037	-0.0104	-0.0039	0.0042	-0.0083	-0.0057
HG00479	0.0108	-0.0234	-0.0077	0.0071	0.0159	-0.0048	-0.0089	-0.0085	0.0194	-0.0127	0.0015	0.0075	-6e-04	-0.0035	-0.0092	-0.0017	0.003	3e-04	-0.0013	-0.0078
HG00500	0.0114	-0.0217	-0.0121	0.0084	0.0326	-0.0126	0.0074	0.0215	0.0118	0.0059	0.0026	-0.0109	0.0022	0.0017	0.0058	0	0.0123	-0.0094	0.0038	0.0046
HG00501	0.0131	-0.0182	-0.0033	0.0057	0.0211	-0.0163	-0.0017	0.0161	0.0294	0.0052	0.0076	-0.011	0.0047	4e-04	0.0026	-0.0031	-0.0114	-0.0045	0.0032	9e-04
HG00513	0.0095	-0.0228	-0.0127	0.0086	0.0276	-0.0231	-0.002	-0.0015	0.0263	-0.0073	-0.0037	-0.0063	0.0016	0.0019	-0.003	0.0164	0.0177	6e-04	-0.0022	-0.0104
HG00525	0.0131	-0.022	0.0011	0.0013	-0.0012	0.0014	-0.0033	0.0011	-0.0046	-0.0124	-0.0105	-6e-04	-1e-04	0.0019	-0.0022	0.0189	0.0175	-0.0019	0.0095	0.0107
HG00530	0.0089	-0.0109	-0.0153	0.0063	0.029	-0.0307	0.0102	0.0083	0.0113	-0.0101	-0.0165	0.0065	0.008	0.0049	0.0028	0.0125	0.0083	-0.0044	0.0084	0.0116
HG00531	0.0125	-0.025	2e-04	0.0017	0.0017	-0.0086	-0.0018	0.0099	0.016	-0.0189	-0.0111	-0.0062	0.0056	-0.0047	-0.0065	0.0237	0.0132	2e-04	-0.0024	-0.0157
HG00533	0.0139	-0.0239	0.0017	0.001	0.001	0.0023	0.0011	0.0183	0.0106	-0.0098	-0.0013	0.0119	0.0072	0.0017	0.0019	-0.0122	-0.0123	-0.0011	0.0027	-0.0033
HG00534	0.0138	-0.0259	-0.0069	0.0086	0.0212	0.0113	0.0021	0.0162	-0.0064	0.0081	0.0053	-0.0119	-5e-04	-6e-04	0.0111	0.0052	0.0049	-0.0053	0.0049	0.0128
HG00536	0.0097	-0.0204	-0.01	0.0085	0.0247	-0.0138	-6e-04	0.0015	0.0047	0.0315	0.0171	-0.021	-0.0017	0.0023	0.0111	-0.0085	-0.0122	-0.007	-0.0012	0.0034
HG00537	0.0113	-0.0243	-0.0099	0.0078	0.0173	-0.0101	-0.002	0.0051	0.0202	-0.006	-0.0129	-0.0155	0.0108	0.0024	0.0095	0.0233	0.0097	0.0045	-0.0031	-0.0084
HG00542	0.0126	-0.0228	0.0012	0.0037	-0.0024	-0.0035	5e-04	0.0017	0.0119	-0.0063	-0.0061	-0.015	0.0024	-0.0029	-0.0037	0.0274	0.0062	0.0077	-0.0107	-0.0188
HG00543	0.0109	-0.0218	0.0055	0.0011	-1e-04	-0.01	-0.0106	-0.0018	0.0248	-0.0121	-7e-04	0.0102	0.0042	0.0039	-0.01	-0.0075	-0.0086	0.0044	-0.0013	-0.012
HG00551	0.0036	0.0235	-0.004	0.0049	0.0143	0.0165	0.0047	0.0025	-0.0078	0.0064	0.0114	-0.0129	-0.0034	-0.001	-0.0016	0.0096	0.0022	-0.0046	-0.0069	0.0055
HG00553	-0.0019	0.0205	-0.0044	0.0041	0.0084	0.0119	0.0037	0.0225	-0.0183	-0.0024	0.0151	-0.0105	-0.0076	0.0051	-0.0079	0.003	0.0238	-0.011	0.0051	0.0105
HG00554	0.0034	0.0257	0	1e-04	0.0044	0.0101	-0.0071	-0.0032	-0.0045	-0.0259	-0.0082	0.022	0.0016	-3e-04	-0.0082	-0.0093	0.0036	0.0038	0.0055	0.0052
HG00556	0.0129	-0.0246	0.0016	0.0018	-0.0013	0.0065	-0.0047	0.0027	0.0022	0.0023	0.0017	0.0023	5e-04	0.0021	0.0048	-0.0033	-0.0032	0.0046	-4e-04	4e-04
HG00557	0.0148	-0.0231	8e-04	0.0046	0.0049	0.0239	0.0057	7e-04	-0.0273	0.0271	0.0156	-0.0202	-0.0107	0.0018	0.0114	0.0078	-0.002	0.0018	-4e-04	0.0066
HG00559	0.0117	-0.0157	-0.0125	0.0073	0.0261	-0.011	0.0096	0.0155	-1e-04	-0.0014	-0.006	-0.0045	0.0051	-1e-04	0.0034	0.0085	0.0086	-0.0057	0.0098	0.0087
HG00560	0.014	-0.029	-0.001	0.0056	0.0077	0.0092	0	0.0138	0.0072	-0.0076	1e-04	-0.0065	-0.0011	-2e-04	-0.0015	0.014	0.0098	0.0061	-0.011	-0.0224
HG00565	0.0099	-0.0195	-0.0114	0.0075	0.0274	-0.0255	0.0082	0.0167	0.0204	-0.0083	0.0022	0.0038	-1e-04	-0.0037	2e-04	0.005	-0.0042	0.0095	-0.0101	-0.0276
HG00566	0.01	-0.0249	-0.0118	0.0097	0.0312	-0.0125	-0.0015	0.0224	0.0179	0.0018	0.0076	0.001	0.004	-0.0017	0.0039	-0.014	-0.0051	-0.0067	-0.0029	-0.0086
HG00580	0.0155	-0.0222	0.002	0.0017	0.0017	0.0038	-4e-04	0.0129	9e-04	-0.0052	-0.0076	0.0057	0.0025	4e-04	0.0032	0.0089	0.0018	0.0012	0.0078	0.0087
HG00583	0.012	-0.0216	-0.0137	0.01	0.0321	0.0026	0.003	0.0146	0	0.0087	0.0056	-0.0083	0.0024	0.0019	0.0126	3e-04	-0.0011	-0.0056	0.0016	0.0029
HG00584	0.0129	-0.0251	0.0015	0.0019	-6e-04	-0.0018	-0.0114	-0.0041	0.0186	-0.0063	-0.0033	0.007	0.0023	-0.0044	-0.0085	-0.0079	0.0061	-0.0039	0.0019	5e-04
HG00589	0.0135	-0.0232	0.0014	0.0025	0.0021	0.0135	0.0027	0.0129	-0.0111	-0.0018	6e-04	-0.007	-8e-04	0.0027	0.0049	0.0098	0.0025	-0.0028	0.0037	0.0114
HG00590	0.0115	-0.0198	-0.0128	0.0094	0.0234	-0.0081	0.0051	0.0011	-0.005	-0.0096	-0.0179	0.0053	0.0022	0.0071	0.003	0.0277	0.0199	-0.0023	0.0084	0.019
HG00592	0.0118	-0.0263	-0.0081	0.0094	0.0174	0.0077	-0.0022	-0.0039	-0.008	0.0067	-3e-04	-0.0176	-6e-04	-0.0015	0.0053	0.0199	0.0103	0.0015	-6e-04	-0.0019
HG00593	0.0113	-0.0227	-0.0108	0.0091	0.0289	-0.0054	0.006	0.0125	-0.0023	-0.0076	-8e-04	0.0041	2e-04	-5e-04	0.0038	0.0053	-6e-04	0.0027	-0.0045	-0.0124
HG00596	0.0114	-0.0203	0.0019	-7e-04	-0.0062	-0.0086	-0.0046	0.0115	0.0176	-0.004	4e-04	0.0015	0.006	0.0053	-0.0011	-0.0069	-0.0071	0.0015	0.0017	0.0042
HG00598	0.0083	-0.024	-0.0121	0.0084	0.0299	-0.02	-0.0014	0.0115	0.0225	-0.0078	0.0031	0.0024	0.0061	1e-04	-0.0019	-0.0017	-0.0097	-0.0036	-0.006	-0.0188
HG00599	0.0122	-0.0236	8e-04	0.0011	-0.0021	-0.0053	-0.0097	0.007	0.0205	-9e-04	0.003	0.0028	0.0029	-0.0013	-0.0048	-0.0108	-0.0019	-0.0056	5e-04	9e-04
HG00607	0.0145	-0.0244	7e-04	0.0021	0.0038	0.0045	0.0022	0.0209	0.0033	-0.0066	-0.0043	8e-04	0.0048	0.0015	0.0024	0.0033	9e-04	-0.0023	0.0042	-0.001
HG00608	0.0124	-0.0235	-0.0117	0.0116	0.0308	0.0042	7e-04	-0.0053	-0.0041	0.0108	0.0055	-0.0056	-0.0036	-0.0024	0.0016	-0.0038	0.0026	-0.0069	-0.0024	0.0093
HG00610	0.0118	-0.0193	-0.009	0.0071	0.0247	-0.0136	0.0013	0.0098	0.0176	-0.0024	0	0.0067	0.0056	0.0085	9e-04	-0.009	-0.0104	-0.0022	6e-04	3e-04
HG00611	0.0141	-0.0277	0.005	0.0083	0.0109	0.0244	-2e-04	-0.0075	-0.0217	0.012	0.0124	-0.025	-0.0136	0.005	0.0022	0.0246	0.0079	0.0024	0	0.0123
HG00613	0.0111	-0.0253	0.0013	0.0011	0.002	-0.002	-4e-04	0.0303	0.0168	-0.0073	0.0059	0.0028	0.0066	-0.0011	0.0034	-0.0119	-0.0156	0.001	-0.0077	-0.013
HG00614	0.0132	-0.0129	-0.0041	0.0129	0.0246	0.0377	3e-04	0.0116	-0.0154	-0.0036	0.0054	-0.0092	-0.0051	0.0063	2e-04	0.0122	0.0107	-0.0016	5e-04	0.0104
